lat	lon	essence	anne_plant
48.8267362272	2.33530452104	Platane	1930
48.8265025592	2.33525430778	Platane	1930
48.8328579201	2.3330082026	Platane	1930
48.8262146534	2.3353598732	Platane	1930
48.8258826206	2.33562631061	Platane	1930
48.8330637661	2.33293326306	Platane	1930
48.8315316493	2.33350719432	Platane	1930
48.8264275991	2.33528069114	Platane	1930
48.8256484604	2.33557183998	Platane	1930
48.8283827367	2.33454511595	Platane	1930
48.8309044074	2.33374305103	Platane	1930
48.8269399016	2.33522705454	Platane	1930
48.8311102562	2.3336638673	Platane	1930
48.8249564452	2.33597449356	Platane	1930
48.8319520528	2.33335051825	Platane	1930
48.8272321583	2.33511807833	Platane	1930
48.8316000715	2.33348249998	Platane	1930
48.8244624772	2.33616006248	Platane	1930
48.8276244651	2.33497163651	Platane	1930
48.8278390286	2.33489076731	Platane	1930
48.8318799752	2.33337605165	Platane	1930
48.8288287894	2.33451870697	Platane	1930
48.8245081419	2.33599748504	Platane	1930
48.8289047326	2.33448976092	Platane	1930
48.8286192887	2.33459789119	Platane	1930
48.8254548376	2.33578891684	Platane	1930
48.8314622337	2.33353273276	Platane	1930
48.8259565333	2.3356007728	Platane	1930
48.8305340278	2.33388013481	Platane	1930
48.8268746357	2.3352517432	Platane	1930
48.8281946581	2.33475795331	Platane	1930
48.8287390672	2.33441230236	Platane	1930
48.8263794696	2.33543987572	Platane	1930
48.8282666762	2.33472985013	Platane	1930
48.8282442616	2.33459875636	Platane	1930
48.8295361221	2.33425392238	Platane	1930
48.8267863171	2.33514533644	Platane	1930
48.829606792	2.33422752472	Platane	1930
48.8253083586	2.33584425033	Platane	1930
48.8270927737	2.33517001174	Platane	1930
48.8243687545	2.33605366274	Platane	1930
48.8262850448	2.33533348255	Platane	1930
48.8258142608	2.33565099837	Platane	1930
48.8272092584	2.33498697991	Platane	1930
48.8324420137	2.33316487904	Platane	1930
48.8267153601	2.33517342412	Platane	1930
48.8277674371	2.33491800622	Platane	1930
48.8270705713	2.33503976253	Platane	1930
48.8284061316	2.33467621066	Platane	1930
48.8266018289	2.33535559729	Platane	1930
48.8260017026	2.33543818293	Platane	1930
48.8289685963	2.33446677795	Platane	1930
48.8266621764	2.33533260863	Platane	1930
48.8296761357	2.33420197552	Platane	1930
48.8255052812	2.33562546887	Platane	1930
48.8290411	2.33443868109	Platane	1930
48.8248849254	2.33600172841	Platane	1930
48.8271612773	2.33514532078	Platane	1930
48.8243920799	2.3361839041	Platane	1930
48.8265782949	2.33522365071	Platane	1930
48.8269191022	2.33509680072	Platane	1930
48.8268571401	2.33511893946	Platane	1930
48.8965386694	2.31089229647	Platane	1930
48.8327920251	2.33303289182	Platane	1930
48.8281224371	2.33478518734	Platane	1930
48.830344894	2.33395251524	Platane	1930
48.8263594512	2.33530623495	Platane	1930
48.8325116311	2.33313847869	Platane	1930
48.8251723354	2.33589277093	Platane	1930
48.8278887671	2.33473156983	Platane	1930
48.8305979543	2.33385714949	Platane	1930
48.8252359926	2.33586978058	Platane	1930
48.8287616219	2.33454425364	Platane	1930
48.8248164985	2.33602727414	Platane	1930
48.8310488568	2.33368684676	Platane	1930
48.8272828105	2.33495974263	Platane	1930
48.8256703859	2.3357071835	Platane	1930
48.8279835473	2.33483712966	Platane	1930
48.8250985723	2.33592086658	Platane	1930
48.8276959176	2.33494525772	Platane	1930
48.8304691038	2.33390482246	Platane	1930
48.8246690301	2.33608260571	Platane	1930
48.8247203115	2.33592086568	Platane	1930
48.8312528767	2.3336102206	Platane	1930
48.8247938	2.33589192941	Platane	1930
48.8286898196	2.33457234088	Platane	1930
48.8264513399	2.33541263461	Platane	1930
48.8257881951	2.33551821558	Platane	1930
48.8280513403	2.33481243362	Platane	1930
48.8254305289	2.33565356459	Platane	1930
48.8246055127	2.33610643814	Platane	1930
48.8260970456	2.33554629336	Platane	1930
